Anime_ID|Staff_ID
15181|32355;32355;49078;118274;32356;15279;106488;1064;7798;1009;1103;68107
6164|713;21266;21266;6687;57614;21266;5458;22144;60226;14825
1892|3352;6677;40302;3352;118;6677;40302;3372;5408;64357;89596;61227;65005;25912;26559;3410;4633;7237;7244;7247
2845|25257;713;8927;713;713;8927;9495;565;713;53500;64;71;2842;64;64;71;18314;21266;61811;31615;53507;53508;5520;5522;5522;7154;8022;8251;8254;17005;32311;44549;384;386;949;3183;3839;4602;8074;14825;21714;21715;21716
15600|8555;25380;16486;21255;25380;26225;669;2273;8231;8555;12547;18456;21744;36303;8555;11973;36303;50312;75295;78305;81812;121205;62704;99009;24058;27749;6656;24058;52765;57353;7459;8232;15254;21593;37791;41084;58089;60208;65047;78033;78096;78110;84032;85280;93544;101177;103536;109241;114049;120669;27728;40463;386;542;1041;1250;88587;95316;96014;105458;108470;115769
15583|18133;26763;26763;106350;1478;5795;18133;82904;106270;117508;265;3614;11453;14481;14731;18133;79956;106270;1478;5795;106270;17449;19;41982;16919;6508;16919;7332;8176;8233;16919;22619;24185;34994;36412;37067;39435;40986;47500;47667;47682;51935;61988;75058;89635;89636;123;3080;13842;19897;38526;70376;317;96150;74970;66620;74118;97575;337;386;436;507;662;1289;5916;8342;10397;14929;15878;17481;53773;57085;58051;62870;63126;63638;65512;68107;91009;95225;104959
15227|4639;277;301;551;846;917;932;1072;1676;3017
2056|12531;8509;12531;114;41091;46636;3151;251;17288;5458;33043;4345;52482;282;787;787;1172;1278;1575;1584;1584;1658;2405;2406;2407;2409;2410;2411
1084|773;773;10384;19208;52683;52684;1525;3222;1698;1525;3222;584;2095;9429;52988;7243;19198
1181|1548;3359;63725;3356;3357;3359;5617;11162;25544;143852;1548;2219;6916;8366;33058;55369;62841;63197;145035;1548;6916;118;5799;20113;112989;1919;5799;5822;5983;2949;28802;28803;3343;5385;62838;136215;136216;50549;76044;116461;38317;8999;26185;1098;1257;1529;1533;1583;3410;4219;9122;63598;86224;63032
8988|15734;75184;16992;55265;75184;117673;15734;5854;8561;9410;9462;10168;16818;21951;34172;75018;70018;21360;15888;14917;19511;54535;14917;12383;14917;19927;24235;37285;39494;55134;57354;58789;59714;81582;117674;117675;12886;1730;45246;317;115227;12570;36975;56715;64727;75978;109234;29643;53645;54841;58663;70967;117671;281;436;436;448;490;507;692;1009;1668;3166;3166;13834
554|15373;15373;5448;15373;11986;3548;3546;90;11378;9091;9091;10621;2949;8897;181;2002;10229;4635;11637;24776;30089;32614;42067;46049;96682;31669;47710;50636;52347;53892;303;1249;1250;1276;1583
5182|16180;291;16180;142354;291;16180;93483;291;8125;12553;16180;42949;93483;3401;4530;127614;251;4530;250;9096;13061;14380;25190;27994;93483;317;15089;12398;127616;10745;109179;51432;81416;142351;142352;1064;6051;6289;19554;37623;58057;949;1506;3160;4668;5108;14386
16087|32355;128447;128447;4537;32355;33484;54525;82391;4537;32355;33484;54525;82391;128448;123563;40245;433;47106;1296;21194;23142;36491;40245;46536;77679;77929;84022;84119;96737;115786;131400;58900;40464;60196;230;652;146524;22725;30226;44946;46677;47936;49821;59073;61241;61545;66650;67598;72717;111285;114515;123704;126022;129985;1122;1386;1388;2074;10794;13966;31220;65527;67543;73304;97965;106830;115172;122114;69004;69006;69008;69013;71211;71218;73753;76259;83389;85572;108930;139528;31238;38549;38750;38770;38772;45719;54390;55617;65078;66320;68126;68127;81516;81517;82933;29555;40726;51081;53524;53525;53700;59722;72435;79187;80802;101692;104709;134567;780;5039;8091;10397;15878;16404;17817;53740;53741;56455;61669;106773;119743
5797|9464;31128;4642;13271;20031;25697;30411;25697;63383;32819;47699;47741;47771;47772;50625;50693;50723;50919;69359;69571;15784;25901;25912;26165;26246;27178;27424;28459;29556;51234;56079;59727;529;697;975;4269;5047;7709;17032;21164
6912|3147;3148;146;23510;71;3151;4383;8388;22262;5457;3343;30951;46708;56429;97670;126251;25628;25933;73957;439;500;2051;2326;3123;6632;6843;7135;8074;17481;26949;27068;27068;15925;15932;15937;39024;51983;59556;60653
1317|118;6677;3760;3761;23440;23495;25115;50630;59607;62925;62933;63119;25628;25641;25915;25919;25929;25931;25933;25967;26010;26034;26038;26697;26872;27227;27227;45098;51076;59501;508;873;2085;4633;5682;7237;7237;7237;14892;48752;48820;48939;49591;49591;49624;73065;38910;38916;38916;38936;38936;46545;46668;66364
6688|12549;58615;45768;12549;12549;18581;43100;3028;16;31282;32806;41340;46708;97670;384;547;551;697;1047;1177;4775;5916;13752;19600;90678;90691;96184;96192;96255;96256;96275;96414;96446;96601
1313|6621;1238;6621;7343;8725;9978;25581;58569;150;58570;4235;9969;17056;58571;59714;2266;39975;68577;25643;25934;25941;26279;1009;1172;1533;1584;1592;3075;7237;29145
6527|119;42548;305;4639;4581;18931;1824;4097;18983;22962;25567;25568;25569;25570;99629;277;301;551;917;1307;1676
10044|1569;58901;8361;8728;11360;58901;58901;563;1569;3858;6574;8064;10002;11250;11986;12542;19644;32162;40034;68679;1569;3614;3858;6574;7513;9974;10018;14320;14475;31363;35978;60763;71927;75845;83166;115080;1569;6574;29685;57014;71650;71651;3616;12071;77760;3616;4289;37596;40034;41024;41087;63210;3616;4289;5833;9974;11226;11815;11869;26292;32794;35547;35605;36455;37596;40034;41024;41087;41550;48400;51459;53583;62427;77232;114880;116351;146260;27728;18052;18276;40985;76327;82584;2074;26347;29209;44595;44595;57984;57987;58589;71281;77434;80792;81349;83913;97217;97965;106830;107863;910;3166;5750;5916;6844;8073;9194;16411;17353;26718;26846;27068;28316;40048;57571;59411;60780;70503;35531;57604;57604;58249;62734;95901;107892
542|2429;2429;305;2427;2428;32;2428;44;467;2426;32373;32375;32377;32378;32379;32380;903;1265;2480;499;720;853;1460
5793|10709;14208;3905;17053;26740;32136;39695;45768;46001;48421;50325;1694;8552;10709;12549;13886;14208;14496;16342;27534;27970;30338;32213;35910;35923;41843;42509;46101;75408;87254;110499;10709;14208;31229;31952;35910;35923;41843;49205;52701;71860;71861;75408;79045;81521;88053;93161;94165;110500;110501;110502;110503;110504;110505;110506;110507;1620;47210;49201;49204;49206;2670;49205;8334;14208;49204;49205;52701;71861;81521;88053;92244;93161;94165;110502;110506;110507;110555;110556;110557;4683;8755;49207;3995;49198;49203;91018;31759;33998;49199;67791;67791;69084;69084;70281;70281;111881;25645;51100;80809;95302;2125;4775;48706;55077;96423;59556
435|1538;1425;3338;3354;3356;3357;3358;3359;3360;5617;773;1538;3333;3336;3350;3351;3352;3353;128474;707;55100;1539;3361;1539;2775;3348;3349;3342;3343;3344;3345;3346;50736;69794;100958;26004;26046;1042;3557;3564;59556;62725;62726
12434|5852;9246;12411;13886;57178;57979;104222;2589;4112;75627;77425;6473;9240;29463;104064;35951;8159;31030;78306;125595;504;2945;14325;21530;23275;29845;29845;29845;39737;39737;45014;62521;100168;104849;106984;50624;50755;63325;69360;83555;104812;38551;38772;40019;52284;55517;63571;88967;26195;27002;51107;53697;62494;67247;67294;70312;70906;71353;112131;112132;113183;113344;113474;122026;125681;48822;48827;48956;49450;49551;68865;46219;46546;46546;46683;66659;73970
965|8093;429;9001;615;5027;8093;13624;14948;3610;5027;5845;14948;12966;5930;77;13;34578;5827;10708;493;637;1236;7588;10680;906;1064;1065;2073;2073;2503;2503;2516;2525;3657;3657;3658;3659;4919;6804;7682;7682;7683;7734;9293;9293;12771;12972;13259;16335;32817;50558;50561;50568;52304;59609;63106;69443;72801;29171;29388;38549;38551;39963;45710;45711;53852;59663;60619;25902;25909;25914;25932;26123;26612;443;692;693;917;1103;1374;5109;15937;15939;38902;38933;38935;39805;39833;42237;49417
2060|65;5555;994;5424;67;251;67;584;8501;2076;2115;2117
16113|82674;128916;127364;128915;118668;128915;41431;45588;69542;86688;104960;109103;117229
13980|9447;4253;3785;4253;50990;63946;9447;14592;14592;29714;79316;91051;107865;3151;45416;3151;4719;5977;7735;11234;46540;74834;38750;38770;26241;26370;26617;27001;29556;58334;70852;281;697;698;8136;12420;16095;18644;25965;31823;32078;46653;53773;60033;67469;68497;108351;108352
755|68;248;288;248;261;288;668;4171;5448;20462;31495;39;68;589;885;1039;3478;4876;7343;10696;10857;13419;67092;71812;126601;126602;589;885;3478;4876;10696;10857;13419;13470;16779;23192;42706;53214;71812;139587;275;10732;9493;344;2445;3473;4876;7653;8850;9184;11721;19537;29895;111179;139588;139589;139590;139592;265;1693;31282;11995;3470;36745;67382;530;3525;5588;9456;18536;3759;23482;23483;23496;23496;23501;23788;23796;23798;25116;25121;29888;31519;36404;38779;47696;50379;50385;50918;55168;62594;62606;69367;51952;296;391;499;662;692;699;849;868;954;1004;1008;1177;1180;1259;2087;98109
811|245;112;150;7194;22982;82;83;1821;83;35158;4065;21772;21776;25648;28491;28905;1133;1283;3419;3916;3918;3924;4116;4117;4120;5146;5151;5152;7125;20166;64331;68135;104912;127931;23473;23476;23477;23478;23479;23481;23495;23502;23503;23772;32389;47739;50636;50719;50719;50737;50737;52347;53893;53894;27770;27770;29309;29309;29387;29419;29419;29434;50933;50935;15784;18128;25646;25900;25914;25933;25934;25937;25945;26047;26049;26057;26191;26237;26265;26374;47036;297;503;657;720;1105;1275;1462;2060;3926;67292;70316;112711;112848;113200;131011;140242;140933;140934
925|5964;70557;93;249;42831;383;4309;7029;8740;11794;12273;13886;18167;70557;383;4309;7029;13886;18167;26743;32180;70557;91099;4338;6365;5963;15377;251;11210;11234;11455;11612;19915;21570;37727;40108;18053;40925;722;849;852;1012;7349;96189;96413;96518;96746
11661|7343;30601;71893;75875;88976;37;4046;49858;337;856;2391;3445;4870;5904;13200;16411;17353;17354;19184;31092;89093
3988|25784;20600;53090;30854;4040;4042;44977;5162;8925;19267;79201;490;508;663;845;3136
10174|72;6469;7732;12450;33277;35136;72345;78;1040;18134;33277;74219;78;1040;1279;14129;30396;72376;78;4874;9493;30396;72478;6469;12450;18134;60271;72345;72376;74206;9493;34414;49741;31023;52724;72459;30027;315;4147;42508;372;467;936;2230;36975;72241;72458;22934;2945;14325;47960;72227;72323;72324;72374;42318;42320;47726;47747;50174;50377;50383;50389;50710;51564;52025;52304;71675;98850;25937;25946;26252;26324;458;542;659;1030;1156;1250;5108;7198;48835;49530;49537;50053;50053;60768;73253
1081|1548;1644;3359;5121;7256;10893;146513;146525;146526;1548;25583;29608;3307;5813;6354;7069;7257;8366;10373;15743;17097;25583;25684;29608;110936;1527;7728;73377;19571;29496;43769;52157;68877;70904;72094;73577;82055;82259;146378;146379;146380;146381;146382;146383;1539;3307;5422;5467;5804;6650;7069;19225;19531;106092;123586;146384;146527;3370;3372;7144;7842;20801;20802;22306;36617;43123;120860;122613;5874;7281;8029;8158;9969;11756;11801;19225;19531;29608;50947;123586;8945;3343;1638;2230;8662;144707;300;302;426;427;490;490;511;553;666;699;722;722;787;931;931;1005;1011;1014;1014;1023;1156;1176;1250;1501;1534;1575;1582;1584;1585;1588;1616;1668;1668;2067;2076;2081;2084;2112;2171;2171;2378;2378;2378;2388;2596;2602;2610;2610;3100;5177;5573;6570;6902;7026;7198;7198;8069;8691;8760;9190;9789;9827;9965;9965;10309;10668;12272;19737;20192;20366;21764;24772;64902;67503;68566;72995;110235;146473;146483
14756|9803;4290;55249;88571;90755;90756;7497;1683;7497;59343;63525;5688;424;59415;281;337;443;527;659;1566;8851;10397;17254;63126;63462;70503;80299
14168|12534;3148;3148;15731;45768;5857;8408;12534;13887;15734;30135;36193;36292;41491;49322;94397;5857;10959;13887;36292;70095;83520;94397;106980;49322;46751;110129;109085;11234;4049;11234;2276;7459;8056;8406;11234;11456;13134;33103;34057;38982;41491;41492;45630;47435;52765;56304;58079;63936;64053;77467;78115;78951;81390;89270;96578;111050;112399;114076;8849;75340;89601;91054;117531;443;775;1311;1376;1497;1506;1662;3160;5658;7198;7636;13838;14828;16095;18813;21911;22271;27752;30330;48696;53741;53741;55286;58051;63462;63485;63638;74824;110869
243|119;1094;93;3150;3785;4232;5617;8510;9001;13646;13648;17498;58542;77614;119;1094;4305;6354;7364;9548;9630;13647;14810;26101;34843;45887;69840;69841;119;1094;7364;9548;9630;9804;13647;14810;34843;118;12;14;13;10751;20334;20668;21701;26844;77588;146847;14;4340;9994;18929;19290;19812;32901;52700;69838;30099;30100;30101;30102;30103;30105;30107;32405;33650;42045;47118;47131;68174;530;1109;1111;1111;1113;1116;1116;1118;1121;1122;1122;1124;1126;1127;1127;1129;1131;1184;1386;1386;1386;1386;1386;1386;1389;1408;1599;2452;2477;2957;4212;4214;4625;5100;5264;5403;5404;8252;9196;9198;9199;15166;15166;15473;16997;16999;17001;17003;17004;32312;32312;53391;70284;70284;73062;116487;23440;23476;23476;23478;23481;25128;32820;32823;47712;50373;50462;50465;50466;50467;50467;50468;50469;50471;50472;50472;50478;50492;50565;50567;50597;50598;50599;50715;50715;50736;50769;50769;52149;52335;52335;52337;52338;52338;55630;62929;62934;63133;63193;63193;63270;63271;63338;63338;63338;64167;69578;69580;69581;95930;95931;95932;95933;95934;95935;95936;95949;95950;95954;16171;16173;16175;16175;21025;28716;29393;29393;29396;29553;15783;25643;25644;25645;25915;25929;25930;25933;25941;25946;25968;25969;26041;27090;301;427;508;511;548;699;871;956;1011;1016;1096;1105;1249;1250;1534;1578;2059;2114;3075;48732;48735;48740;48743;48749;48749;48750;48758;48765;48783;48809;48809;48812;48813;48813;48817;48820;48873;48875;48895;48900;49238;49592;49601;15925;15925;38916;38916;38935;38935;38936;38936;57604;57604;57604;57604;58345
11037|3147;430;110;261;430;32136;2273;3147;3858;4093;6641;8224;8335;9086;12964;23627;31361;42118;63828;75704;2337;3147;3858;3887;8335;9086;13887;31363;35967;57467;58394;63401;63828;75704;93264;87789;65433;36458;251;17288;34989;36458;11226;11230;26292;27297;29632;34989;35305;35579;36455;36458;40242;42118;46666;50691;56425;58425;77770;79099;79614;86852;93026;8849;30959;31618;67598;70418;72717;73879;78678;83375;111457;113394;113395;113396;113397;115374;116853;132448;132449;132450;2074;9293;12493;19672;25246;44594;61193;63337;64509;69084;69084;69084;70284;70288;71281;72702;73062;102489;111881;112027;112027;112029;112029;113479;122788;126017;126017;132393;133994;133995;1568;3445;4667;5894;16095;19870;26846;34411;46112;53711;53741;53773;55286;59411;60780;62870;86249;86617;15925;15931;15931;15931;38916;38916;38916;38935;57464;57464;57464;66404;66404;66404;66404;66682;66682;73845;73845
3642|9089;7589;7610;10038;21798;52167;67347;343;1724;4783;9089;10957;13622;13624;13831;18525;41699;64788;1724;4783;5866;9089;13624;13830;15161;18525;31362;41699;64788;275;343;4785;9;96;343;5438;7494;7595;9184;9494;11821;13375;13620;16428;17294;18843;30569;38982;42241;65334;4878;204;254;22543;726;13574;16602;1074;1283;2258;3644;4034;4035;25241;39810;281;386;529;635;912;949;1243;2377;2398;4271;5106;7015
8865|1935;9151;68068;37502;1297;7595;37502;56438;60970;61765;69072;10017;488;776;807;1568;5916;12420;39757;55209
14908|39705;110;110;429;16408;9087;9153;37653;39701;39704;39705;56433;76980;89081;9087;9153;37456;37653;39701;39704;39705;76980;89081;39705;65044;37459;86637;9092;27993;37457;37459;38075;56340;76917;76920;88726;254;49308;16973;55385;902;2504;2507;2525;7734;7734;9293;13929;19554;19672;25246;30927;44594;44595;59636;62650;102489;103232;104121;109967;113479;121492;122788;123384;133995;278;279;285;285;635;777;867;949;1047;1243;1465;3241;7636;14929;18802;67797;67797;70503;72029;80300;83783;93431;95354;96013;115634
7305|4459;17053;46001;48421;73471;4459;7343;7588;12250;12548;16712;35464;48429;75704;272;4459;12250;14481;30971;31363;50312;82432;72795;108924;10902;12396;12072;274;5626;6714;10628;21593;32784;39438;41150;41803;56319;109255;254;18077;28298;51784;76285;84990;91056;92447;278;285;525;807;1506;17040;49120;52475
593|8740;11260;1692;20600;28604;961;11794;8740;84994;2660;2659;2659;21593;136;1582;7777
1939|3260;8026;13468;52582;1339;3336;5847;5848;11433;13655;19231;42476;128474;3260;10959;15912;19231;7728;8685;14866;20802;13382;3372;14019;8148;40166;28897;45725;52872;60039;25941;26237;26261;543;1668;2595;5041;8689;16306;38933;38941;51983;63521
159|21;25;9001;25;1673;4171;4253;7856;9001;9002;9079;38270;21;25;121;2778;4459;5027;5421;7756;9086;9087;9153;10003;11246;11973;12248;13295;13647;21;25;261;4459;5027;5831;7572;7586;9086;9087;9088;9089;9153;11068;11246;11247;11973;13295;14731;17865;21893;23122;79943;275;149;23;18;11;23;6646;7013;8734;9091;9092;9093;9094;9095;9096;11246;11249;11250;14182;25556;27704;29653;254;6695;9073;2950;4635;21772;25573;25648;28897;28901;28904;28908;28928;30111;30136;33770;738;739;740;740;746;748;918;926;2452;3999;4760;5099;8961;8963;67791;70284;70285;70285;70285;70285;70285;70289;3761;23437;23437;23438;23439;23440;23441;23442;23443;23444;23445;23445;23448;23478;23531;23785;31519;31678;32388;32390;44217;50364;50488;50495;50504;50521;50557;50558;50563;50590;50749;50789;50813;52146;52150;52337;59607;59609;63114;63115;63319;69360;69797;38386;52276;52278;52279;57914;62619;63590;63600;63602;71582;71583;71584;25900;25917;26003;26165;26243;26548;27425;27626;29556;44701;46980;59769;277;278;279;281;282;284;285;692;867;975;1658;3017;3166;7023;14377;73370;96187;96191;96268;96306;96331;96348;96413;96418;96419;96423;96469;96631;96698;48732;48733;48735;48737;48742;48743;48750;48753;48755;48761;48761;48770;48774;48775;48776;48782;48783;48789;48816;48818;48820;48927;48939;49443;50220;73092;38903;39035;39656;39656;39767;49529;51485;51983;52002;57883;57885;58712;60828
16520|15200;51810;15200;15200;132601;132602;2813;87333;41958;132603;41958;138786;1376;7636;17354;70862;74557;75331;94314;94904;101032;110210;113285;118609;124966;126415
10153|20515;325;325;30808;325;909;1225;2637;6963;9693;20464;20515;1225;3023;6963;10003;11753;14320;20464;20515;57848;67114;70018;15919;5765;263;2842;15570;15570;46900;44;26289;196;638;36083;55091;58667;76821;77832;81091;82954;83600;84160;110345;503;692;806;917;1105;1289;5658;48696;63126;73267
14570|25257;17448;58777;100024;8323;15081;8323;17196;18562;37391;2128;13584;17196;18562;21673;25196;31368;36241;37373;37391;37955;39761;41316;44625;48089;49220;53159;55433;60957;71029;73590;77996;78001;78005;84105;90115;120386;98552;5458;100246;22144;60006;111;6710;109463;46929;63655;74391;125417;126758;130833;130842;46112;67797;74088;86688;117890;118317;118318
8774|383;110;37756;67747;70261;18562;8152;336;386;806;808;2132;5047;5663;9815;15878;17481;49621;63462
1318|7245;3905;4253;5776;8956;713;1094;2181;2270;3352;8224;11260;11433;12548;13517;37041;79696;118;6677;40302;19384;19384;19384;3760;3761;23440;23449;23473;23495;23496;23783;23805;30841;32815;41724;44217;50364;50502;50630;50630;50759;50760;59597;59607;62925;62933;63119;107750;3737;31238;40663;45716;52645;25628;25641;25915;25919;25929;25931;25967;26010;26038;26697;27227;27227;45098;53294;59501;784;1095;3410;4633;7237;7244;7247;7709;16212;48752;48820;49591;49601;73065;38916;38916;38935;38935
8498|5765;503;777;789
11929|91;91;140;91;39771;8930;22957;30322;32431;41974;43344;49821;59073;61241;65356;70250;72717;86493;120337
13856|47679;47679;96895;47679;47679;95720;58178;58178;58178;832;1568;5410;7015;20365;39263;75779;107405
1820|732;402;732;7610;12690;624;732;4500;6688;14760;14948;15643;24475;29601;732;14760;14948;29586;8092;732;32;30408;12691;3615;9253;9798;11235;14762;15801;15803;15808;24476;24477;30333;30408;41050;74932;4571;7612;8466;15795;197;7618;7634;12696;22962;25568;28490;28639;28655;28925;28932;28935;30170;30173;30204;32613;35868;46748;47936;48329;48345;48346;48347;48349;48350;56849;536;1133;1143;1145;1184;1184;1283;3642;3643;3645;3646;3664;4033;7125;7922;13201;13707;21629;66657;23485;36889;36891;48602;48614;48615;48620;48622;48623;48630;50557;50560;52007;52031;52330;56579;59611;63313;65962;69799;71587;99667;109153;118959;38387;45155;52276;52277;53033;53765;53766;53767;53768;659;698;849;949;954;1135;3160;3170;3593;3774;4271;5039;6730;6844;7592;8090;8091;15848;48733;48741;48742;48745;48749;48755;48770;48784;48812;48820;48865;48871;48873;48874;48928;48942;49237;50144;50313;49528;49528;51983;57604;57604;60845;62725;62734;66659;66659;107891;107891;107892
2684|5406;5406;13401;5406;13401;13401;5943;58393;15617;30842;65186;27467;28067;65186;65187;65188;13824;33647;62741;65191;504;949;975;2415
4999|38122;70099;70100
12532|22227;18612;18612;272;1478;7756;22227;39012;71372;82674;22614;31137;71372;71623;89574;96481;22227;89574;7143;10604;23095;62463;35699;59848;35699;41348;274;274;5028;5113;7502;36197;37788;38884;77849;15047;22227;83334;35968;80003;82568;1065;2074;9293;12493;25246;58058;110857;111956;111958;112083;500;5735;5916;8342;10604;53741;56455;59411;63927;77078;91009;43279;51983;52002;66518;66518
17324|4570;10232;10232;4570;62485;3140;6650;4343;18950;20012;20250;94909;20012;78613;20250;5945;33221;7476;77195;533;906;1184;1283;2555;3419;3673;6261;6267;7980;14137;30948;30948;53287;58951;63324;95337;95337;118970;124761;129408;135130;145395;147011;337;1465;4762;7636;7636;7696;7970;14828;15417;20355;20365;46653;53740;53773;63462;65512;70817;104544;123756;139835
2239|10891;11406;304
1229|3307;4056;2451;5799;19759;5778;31282;8945;3343;4635;21452;26894;64520;67205;70912;71164;112695
6779|3891;1565;17621;1386;1389;1665;2516;2517;9199;10070;10246;20935;29271;39188;65527;548;718;794;808;1462;1588;2125;2172;3060;4038;5108;48696
15116|8224;16992;16992;8224;95807;41628;49053;95808;23934;6561;23934;8466;26289;524;1506;5735;7636;22231;30284;55281;55286;72996;94468;94469;94904
16163|22730;28626;30224;71973;86077;107474;111985;125191;9293;12493;21016;31220;65179;67413;110857;122894;69006;71211;71218;71918;83389;83390;85572;53859;53861;61258;61259;62664;66571;69325;74891;439;1250;2164;6599;20365;23434;48696;68107;48820;48836
1780|24369;5555;14075;3138;21942;3498;19418;21942;9779;168;15216;23914;32389;50515;62936;16175;29279;26372;28459;931;1105;1276;1446;1529;2060;3271
1782|2181;4253;4253;5448;8510;15011;6400;6400;8563;10820;10819;19452;94354;8107;19452;17489;317;5457;1607;12524;41165;62617;23479;23772;32151;47700;47702;47708;47744;49401;277;529;543;1012;1278;1497;48735;48738;48757;48884;48892
13226|22871;98593;18292;22871;40491;144211;37756;13271;7595;4042;7595;282;720;794;912;1177;17254;88587
10149|3545;1295;12966;5436;23;18;186;31806;60121;79788;499;662;698;724;1030;1447;5047;5047;5595;15484
8941|36;45420;5721;10527;23010;31190;45420;36;306;2184;3027;4143;10610;15161;18874;22811;30828;37696;39390;75704;98475;36;2184;13886;15161;18874;22811;30828;33488;37696;37969;39390;58829;75704;86935;98476;435;25493;2993;57337;18245;311;10751;27231;40574;4530;405;4530;15807;17196;18093;18875;31185;34055;39222;39390;44597;44598;45671;47473;49151;49852;49853;57860;62256;311;14089;64581;14021;315;5725;2091;25255;74813;101380;511;525;949;2116;2164;6844;13321;62036
6366|512;8516;8516;512;23627;41555;128474;512;3613;14479;14868;25206;25581;31229;31746;31952;43194;46102;66062;71130;65707;11204;20531;2811;9641;23929;29621;29650;34023;43090;51373;55942;135660;27728;23348;13500;23352;1122;2514;6336;7734;12493;16334;59636;21448;21911;50442
1533|3146;9702;227;142;149;59;4235;7723;59;228;8771;689;4238;8774;22721;22741;25567;28897;28898;28899;28900;28901;28902;28922;28923;32512;33601;48393;57496;738;740;740;743;748;926;2453;2461;2470;2957;2969;3945;4908;5741;5743;7261;3755;3755;23476;23499;23772;23789;23805;24088;24089;24094;24094;24105;30902;31688;32155;33714;47716;47719;47721;48162;50493;50504;50738;50755;50790;52069;52337;52352;124698;16170;27186;27186;29184;29284;29284;29298;29388;29389;29389;29389;15781;18194;25900;25927;26006;26012;26047;26062;26182;26194;26243;26372;26374;26376;26377;277;282;284;391;511;542;693;699;845;853;1009;1137;1529;2078;2081;48733;48735;48737;48742;48752;48761;48784;48878;48884;49238
14874|7575;7202;7202;7575;8124;22614;29598;35070;77075;85874;107921;13886;14731;24727;29598;30078;35070;77075;83242;88989;74302;7651;7651;337;385;386;808;1376;1568;5109;5179;7665;9194;16095;16411;16480;17254;17353;19926;22271;30284;41625;42073;46543;53741;57357;63462;65512;68107;77058;82915;89894;93431;94314;95316;96014;104166;108351;119923;125534;125535;125536
14576|119239;4629;4629;22130;82667;113273;119239;2637;15162;57468;83263;89837;119239;2637;15162;57468;68311;89837;119239;89837;41677;100090;38887;16;38887;109244;359;21669;30867;38887;43327;47047;48439;83263;84514;99006;109244;115786;8466;87710;52022;64792;83409;386;88587;91009;94856;104148;108668;114856;42178;49529;50231;51999;56874;56874;66333
6313|1935;9151;310;30654;8466;488;7349;7614;9810;15925;15925;15925;15935;39024;39024;39024;72628
4775|10003;9999;58905;5782;3028;5045;9096;11211;16454;43164;14909;14632;23317;23321;23321;56969;58944;58945;58946;58947;58949;337;417;659;912;2380;2383;8073;8091;11000;25435;42418;48247;73366;90678;96272;96330;96354;96449;96475;96598;96850
866|383;379;383;492;8331;378;482;486;21262;23192;23193;89900;488;489;494;495;4879;22721;22745;22747;22749;22760;22936;22976;28915;28916;530;1092;1184;1403;2255;3029;3676;4226;4573;7125;10570;31678;32388;32390;32815;41724;50519;50521;50562;50568;50630;63334;21025;27186;28707;28718;29180;29181;29182;29184;29185;336;384;386;387;389;390;391;500;73366;73366;73368;73368;73370;96273;96327;96328;96350;96355;15925
3870|5802;23981;32161;54381;3614;5802;5831;7756;10696;11208;11213;13842;20758;27243;32162;32163;3614;3858;5802;5831;10499;20758;27243;32162;57468;4531;8024;1297;274;483;7595;8054;9183;10628;11200;13552;21669;32164;32165;32166;34500;36941;13842;27079;317;488;497;6439;6710;532;1143;1146;1283;1401;2261;2536;3664;6845;7006;21632;40533;49378;411;444;851;1207;1629;1660;2149;5917;9190;12418;22536;26960
5029|4688;37754;4688;3613;8840;36866;3914;2444;6984;2444;8817;5940;8817;130746;5945;16034;81036;81037;55617;57450;18116;25940;25985;25993;26034;26041;26258;39848;80578;427;956;1019;1250;1259;1584;2038;2171;5108;7015;8136;8217;20353;24434
16980|37456;16408;123450;74455;14071;22271;32078;108668
15170|993;66820;68331;42092;3138;30224;39867;42011;47284;71973;75662;86081;125191;2481;7798;9293;83471;110857;111956;112084;3759;23487;23495;31035;32387;32388;32389;50754;52342;63334;98489;136796;29399;52193;52983;52984;53850;55626;59336;61259;66571;68338;69327;74889;114852;124498;126589;18128;26301;38012;40726;50867;61334;126091;692;5735;17495;18009;56064;72656;48732;48761;48791;48833;48836;48865;48884;71784
1418|9441;11162;11400;25411;110276;3352;8794;9441;10227;10375;10990;11271;15373;30417;42149;994;62808;5617;7248;11412;14019;1647;32613;50636;62592;27186;29309;26010;722;834;1593;1664;4762;4762;7026;7703;9943
1523|169;3976;57;169;2617;3154;3374;4069;8979;63402;118;5616;25883;113404;7281;59148;29415;869;869;1098;1249;1457;2171;2171;11674;142541
14953|603;18588;18588;52855;86830;558;603;7572;11607;13402;13900;13901;116402;558;603;7572;30135;83242;85045;603;113039;120325;116392;116393;3113;90479;3113;66606;79577;104012;3113;11733;15134;16877;29621;39538;51598;53660;65270;72698;80461;80462;104012;116402;6998;7588;27728;13740;97890;100373;52992;58056;65527;73145;77434;81350;115434;115990;120890;126055;126375;662;3680;20999;27068;27752;47853;73497;76670;86706;96615;104120;42178;50594;51485;58249;60833;126406;126407
5991|5466;1524;4527;27632;1525;1549;3372;1549;4379;5457;31441;31909;49717;5647;7645;8091;19733;23535;49227
